Date,Open,High,Low,Close,Adj Close,Volume,Returns,Target
2011-11-25,190.41,190.83,181.51,182.4,187.88,4972000,-0.03549202596671514,-1
2011-11-28,191.65,194.62,190.54,194.15,193.47333333333333,7207300,0.062428978537445355,1
2011-11-29,194.78,195.5,187.3,188.39,192.89,6575100,-0.03011677400039341,-1
2011-11-30,194.76,195.3,188.75,192.29,194.11666666666667,7717000,0.02049036698521291,1
2011-12-01,191.85,198.07,191.59,197.13,195.6833333333333,7327700,0.024858760415390327,1
2011-12-02,197.07,199.66,195.18,196.03,197.58666666666667,7526200,-0.005595700835553177,-1
2011-12-05,198.86,199.0,193.67,196.24,198.03333333333333,5922100,0.0010706912079008577,1
2011-12-06,195.98,198.32,190.11,191.99,195.42999999999998,5202000,-0.021895112612169493,-1
2011-12-07,191.03,196.71,189.12,195.32,194.35333333333332,6427300,0.017195951855395217,1
2011-12-08,193.57,195.89,190.08,190.48,193.3133333333333,4361100,-0.025092037014852214,-1
2011-12-09,191.21,193.95,188.4,193.03,192.73,5158800,0.013298415061176601,1
2011-12-12,190.03,191.15,187.63,189.52,190.23333333333335,4343200,-0.01835105738925382,-1
2011-12-13,188.56,189.68,178.5,180.51,186.25,9297300,-0.048708381950159994,-1
2011-12-14,179.0,180.75,170.25,180.21,179.98666666666668,11614200,-0.0016633403701901879,-1
2011-12-15,182.05,184.8,179.53,181.26,182.70333333333335,7259900,0.005809627096455839,1
2011-12-16,182.42,184.41,180.31,181.26,182.69666666666663,6664100,0.0,-1
2011-12-19,182.0,183.17,179.0,179.33,181.5,4533600,-0.010704780666302743,-1
2011-12-20,182.69,183.17,180.54,182.52,182.79333333333332,4600100,0.017632072098868988,1
2011-12-21,181.92,183.5,172.49,174.35,179.92333333333332,8066700,-0.04579498293754175,-1
2011-12-22,175.09,179.67,174.21,179.03,177.92999999999998,4694900,0.02648861644152149,1
2011-12-23,179.22,179.68,175.6,177.28,178.72666666666666,3496500,-0.009822986004262662,-1
2011-12-27,177.73,178.59,176.16,176.27,177.53,2950900,-0.005713493127056875,-1
2011-12-28,176.39,176.65,172.28,173.89,175.64333333333332,3659500,-0.013593995037884676,-1
2011-12-29,169.62,174.55,166.97,173.86,172.67666666666665,8209300,-0.00017253774305908505,-1
2011-12-30,173.36,175.17,172.49,173.1,173.87666666666667,4279800,-0.004380915468754836,-1
2012-01-03,175.89,179.48,175.55,179.03,178.13333333333333,5110800,0.033683927381018094,1
2012-01-04,179.21,180.5,176.07,177.51,179.07333333333335,4205200,-0.008526444206469294,-1
2012-01-05,175.94,178.25,174.05,177.61,177.26666666666665,3809100,0.000563189922523204,1
2012-01-06,178.07,184.65,177.5,182.61,181.77666666666667,7008400,0.02776259589470724,1
2012-01-09,182.76,184.37,177.0,178.56,181.89666666666668,5056900,-0.022428051980996726,-1
2012-01-10,181.1,182.4,177.1,179.34,180.9466666666667,3985800,0.0043587663309553985,1
2012-01-11,179.64,180.77,178.19,178.9,179.76999999999998,3102700,-0.0024564550092280187,-1
2012-01-12,179.42,179.49,175.75,175.93,178.27999999999997,5385800,-0.016740801863718704,-1
2012-01-13,175.81,178.8,173.5,178.42,177.67666666666665,4753500,0.01405413283468254,1
2012-01-17,180.15,183.3,178.51,181.66,181.70333333333335,5644500,0.017996486588430196,1
2012-01-18,181.94,190.25,181.12,189.44,187.21,7473500,0.0419355436215734,1
2012-01-19,190.88,195.94,190.36,194.45,193.75666666666666,7096000,0.02610270890611539,1
2012-01-20,190.71,192.9,189.04,190.93,191.51333333333332,5610300,-0.018268191876383122,-1
2012-01-23,190.79,191.73,185.23,186.09,189.53666666666666,4585300,-0.025676441072237283,-1
2012-01-24,185.0,188.41,183.82,187.0,186.8033333333333,4673800,0.004878189201450769,1
2012-01-25,186.99,188.17,184.61,187.8,187.65333333333334,4306400,0.0042689499195760145,1
2012-01-26,189.3,194.85,188.73,193.32,192.49,5873600,0.02896928020272077,1
2012-01-27,193.09,196.5,192.33,195.37,194.98666666666668,4659000,0.010548349626660944,1
2012-01-30,193.68,195.0,190.13,192.15,193.61,5424100,-0.016618879592691142,-1
2012-01-31,194.0,195.63,189.7,194.44,194.68999999999997,12772200,0.011847315166401754,1
2012-02-01,173.81,179.95,172.0,179.46,177.74,21336600,-0.08017129030734306,-1
2012-02-02,179.65,181.94,176.8,181.72,181.10333333333335,8736300,0.012514699021290905,1
2012-02-03,182.83,187.9,181.89,187.68,186.13666666666668,8120500,0.03227134401396276,1
2012-02-06,186.28,186.56,182.92,183.14,185.32666666666668,5310000,-0.02448749722557934,-1
2012-02-07,182.65,184.94,182.06,184.19,183.92666666666665,5103900,0.005716945851425619,1
2012-02-08,184.95,186.49,182.91,185.48,185.64,5476600,0.0069792259922485,1
2012-02-09,184.5,185.69,181.76,184.98,185.05666666666664,7189200,-0.0026993483971460386,-1
2012-02-10,183.42,187.63,182.52,185.54,185.52999999999997,5797100,0.003022781099011479,1
2012-02-13,187.17,192.5,185.68,191.59,190.42,6071400,0.03208717988277565,1
2012-02-14,191.08,193.57,186.1,191.3,191.98333333333335,9527100,-0.0015147956616938275,-1
2012-02-15,191.29,191.54,183.26,184.47,189.1,7794400,-0.03635602781271927,-1
2012-02-16,177.79,181.68,175.14,179.93,179.80000000000004,12563800,-0.024918962269060613,-1
2012-02-17,180.09,183.41,179.36,182.5,182.0,7418100,0.01418228665811872,1
2012-02-21,182.65,184.75,180.58,182.26,183.22,6756500,-0.0013159339545655143,-1
2012-02-22,181.95,182.99,180.29,180.58,181.84,5785400,-0.00926034618864753,-1
2012-02-23,179.64,180.75,176.96,178.89,179.76,5153800,-0.009402801076209073,-1
2012-02-24,179.7,180.74,178.37,179.13,179.85666666666665,3668700,0.0013407074238865912,1
2012-02-27,177.54,179.19,176.5,178.53,178.42,3706200,-0.0033551449021403616,-1
2012-02-28,178.9,184.29,177.95,183.8,182.33,5764500,0.02909155559671638,1
2012-02-29,183.89,184.0,179.01,179.69,182.52666666666664,5300300,-0.02261506598322439,-1
2012-03-01,179.89,180.49,176.58,180.04,180.14,4936000,0.0019459044863696592,1
2012-03-02,179.48,181.84,178.92,179.3,180.20666666666668,3657800,-0.00411866781364463,-1
2012-03-05,179.0,181.82,178.18,180.26,180.35999999999999,4682700,0.005339872517176496,1
2012-03-06,178.68,183.5,178.04,181.09,181.09,5612200,0.004593892124987498,1
2012-03-07,182.65,185.5,182.4,183.77,183.97333333333333,4951500,0.014690830454081939,1
2012-03-08,184.17,188.38,183.8,187.64,186.73,4221500,0.020840257752924193,1
2012-03-09,186.79,187.2,183.44,184.32,186.10333333333332,4510600,-0.017851855952730818,-1
2012-03-12,184.13,185.4,182.2,183.39,184.30666666666664,2587600,-0.005058344798782769,-1
2012-03-13,183.92,184.87,180.77,184.59,184.46,4405800,0.006522116711764997,1
2012-03-14,183.65,184.32,181.14,182.26,183.41,3699700,-0.012702910352527966,-1
2012-03-15,182.02,184.43,180.3,184.43,183.6266666666667,4160100,0.01183574862673391,1
2012-03-16,183.28,185.68,182.35,185.05,184.67,4934000,0.0033560711374504715,1
2012-03-19,183.45,186.68,183.0,185.52,185.21666666666667,3903400,0.00253663411511121,1
2012-03-20,184.88,194.41,182.88,192.33,190.54,9165400,0.036049953719999354,1
2012-03-21,192.5,194.28,191.26,191.73,192.83666666666667,4214400,-0.0031245143369757074,-1
2012-03-22,190.54,194.06,190.26,192.4,192.33333333333334,3739600,0.0034884059013061373,1
2012-03-23,192.01,196.2,191.8,195.04,194.41666666666666,5984000,0.013628127501355225,1
2012-03-26,196.48,202.97,195.5,202.87,200.7733333333333,7613700,0.03936071408027666,1
2012-03-27,203.59,209.85,202.88,205.44,206.29333333333332,9600800,0.012588640688358204,1
2012-03-28,206.14,207.0,200.31,201.16,204.76666666666665,6245000,-0.02105340919783238,-1
2012-03-29,201.28,205.31,200.63,204.61,203.73333333333335,5711200,0.017005116874703907,1
2012-03-30,205.02,206.85,201.87,202.51,204.79333333333332,4438100,-0.010316460135110932,-1
2012-04-02,198.02,199.9,197.0,198.05,198.65666666666667,6430300,-0.022269743975431286,-1
2012-04-03,198.24,202.39,197.5,199.66,200.09666666666666,5000700,0.00809639584035341,1
2012-04-04,196.95,197.68,192.36,193.99,196.20666666666668,5456900,-0.028809308565264476,-1
2012-04-05,193.55,196.03,193.55,194.39,194.65666666666667,3217500,0.0020598390310068017,1
2012-04-09,192.02,194.2,190.5,191.87,192.6966666666667,3135900,-0.013048391004013643,-1
2012-04-10,192.75,193.52,186.57,186.98,191.08333333333334,4455000,-0.025816400106838243,-1
2012-04-11,189.63,191.97,186.79,187.97,189.85666666666668,4337800,0.005280716365334408,1
2012-04-12,188.06,192.26,185.61,190.69,190.33666666666667,4027900,0.014366697218031377,1
2012-04-13,189.9,189.94,186.26,188.46,189.43333333333337,3431800,-0.011763290067925243,-1
2012-04-16,189.01,189.47,183.65,185.5,187.99333333333334,4044300,-0.015830900731120433,-1
2012-04-17,187.21,190.04,186.87,188.39,188.54666666666665,2829200,0.015459400129793018,1
2012-04-18,188.82,193.45,188.74,191.07,191.11333333333332,4001900,0.014125570874101108,1
2012-04-19,192.93,194.55,189.75,191.1,192.86,4002400,0.00015699819484327044,1
2012-04-20,192.34,193.48,189.8,189.98,191.9333333333333,3243600,-0.005878047784190945,-1
2012-04-23,188.99,188.99,185.51,188.24,188.74,3481000,-0.009201059042929246,-1
2012-04-24,188.68,190.7,186.51,190.33,189.90333333333334,3376300,0.011041663280585727,1
2012-04-25,191.67,194.8,191.6,194.42,193.63,3955100,0.02126135969323023,1
2012-04-26,193.57,196.36,193.02,195.99,195.3066666666667,10234000,0.00804287012784575,1
2012-04-27,224.83,228.69,220.22,226.85,226.79,22116900,0.14622536858920415,1
2012-04-30,223.95,233.84,223.05,231.9,229.89666666666665,9756900,0.02201723815151317,1
2012-05-01,229.4,232.97,228.4,230.04,230.8033333333333,6754900,-0.00805303741593255,-1
2012-05-02,227.82,231.44,227.4,230.25,229.83666666666667,4593400,0.0009124682898627831,1
2012-05-03,229.74,232.53,228.03,229.45,230.57333333333335,4055500,-0.0034805342945738067,-1
2012-05-04,227.8,229.72,223.74,223.99,227.17,4585200,-0.024083732839467405,-1
2012-05-07,222.36,226.87,222.29,225.16,224.79666666666665,3314300,0.005209852594450778,1
2012-05-08,223.15,225.39,218.2,223.9,224.14666666666665,4522400,-0.005611736991116658,-1
2012-05-09,220.59,225.78,220.16,222.98,223.11666666666667,3712000,-0.004117442265283745,-1
2012-05-10,223.91,229.08,221.95,226.69,226.56000000000003,4648400,0.01650136404100868,1
2012-05-11,225.95,230.68,225.73,227.68,228.10333333333332,4193600,0.004357688961108226,1
2012-05-14,225.6,227.29,222.51,222.93,225.2733333333333,3096600,-0.021083313504054707,-1
2012-05-15,226.5,230.61,223.0,224.39,227.16666666666666,5713700,0.0065277885382238185,1
2012-05-16,225.0,228.0,222.5,224.06,225.68666666666664,5261800,-0.0014717362451341072,-1
2012-05-17,225.05,226.0,218.09,218.36,223.13666666666668,4505500,-0.025768796217020322,-1
2012-05-18,219.41,219.63,212.81,213.85,217.63,5231700,-0.02087024224063926,-1
2012-05-21,214.03,219.98,212.82,218.11,217.37333333333333,3579800,0.019724688010843525,1
2012-05-22,218.31,218.87,213.96,215.33,217.50333333333333,3733100,-0.0128277875652445,-1
2012-05-23,214.71,217.55,211.18,217.28,216.51333333333332,4243800,0.009015109251814667,1
2012-05-24,216.98,217.66,212.7,215.24,216.62666666666667,3141100,-0.009433159749112376,-1
2012-05-25,214.99,215.98,212.22,212.89,214.62,2171400,-0.010978084233572005,-1
2012-05-29,214.3,216.55,212.29,214.75,215.20000000000002,2693900,0.008698960476717825,1
2012-05-30,212.14,212.98,207.75,209.23,211.45000000000002,4078200,-0.026040435513204972,-1
2012-05-31,209.48,213.79,207.11,212.91,212.05999999999997,4944000,0.017435415853841493,1
2012-06-01,208.44,211.23,207.3,208.22,209.29666666666665,3951500,-0.022274328158394367,-1
2012-06-04,207.4,215.35,206.37,214.57,212.43999999999997,4299600,0.030040812410382894,1
2012-06-05,213.85,216.86,211.16,213.21,214.64000000000001,3543900,-0.006358429950076217,-1
2012-06-06,214.63,218.4,214.52,217.64,216.89,2710100,0.02056472611081107,1
2012-06-07,219.65,221.49,218.11,218.8,219.98000000000002,3503900,0.00531574893010166,1
2012-06-08,218.61,219.42,216.66,218.48,218.83666666666667,2877000,-0.0014635933823766228,-1
2012-06-11,217.49,220.87,215.2,216.5,218.28666666666666,3749100,-0.009103929722904974,-1
2012-06-12,217.65,218.0,214.52,216.42,217.35666666666665,2833300,-0.0003695832990419282,-1
2012-06-13,215.52,217.38,213.52,214.73,215.87666666666667,2325200,-0.007839539164461784,-1
2012-06-14,215.26,216.5,212.56,214.45,215.40333333333334,3060900,-0.0013048140161513765,-1
2012-06-15,215.29,219.33,214.46,218.35,217.65666666666667,3785200,0.018022668968680527,1
2012-06-18,217.28,223.76,216.73,222.66,221.23333333333332,3369600,0.01954666436899133,1
2012-06-19,223.26,225.2,221.66,224.03,224.16333333333333,2716600,0.006134027158276823,1
2012-06-20,224.51,224.74,220.84,223.02,224.09,2444400,-0.00451851792162218,-1
2012-06-21,223.84,226.03,220.52,220.57,223.48000000000002,2843000,-0.011046348712719345,-1
2012-06-22,221.83,222.51,219.35,222.16,222.16666666666666,2187500,0.007182738174047485,1
2012-06-25,220.3,221.59,218.0,220.07,220.65333333333334,2382300,-0.009452165437100486,-1
2012-06-26,221.45,226.39,221.45,225.61,224.48333333333335,3754100,0.02486216732121624,1
2012-06-27,225.01,227.5,223.3,225.62,226.04333333333332,2799200,4.432329411439138e-05,1
2012-06-28,223.92,224.62,218.75,221.31,223.2833333333333,2994800,-0.01928773461245373,-1
2012-06-29,224.7,228.35,223.71,228.35,227.13333333333333,3614400,0.03131510606668725,1
2012-07-02,229.3,229.34,226.34,229.32,229.32000000000002,2330700,0.004238868409173935,1
2012-07-03,229.14,229.53,227.59,229.53,229.39999999999998,1331700,0.000915331871688206,1
2012-07-05,228.62,230.5,226.53,227.06,228.7266666666667,2682300,-0.010819440175482618,-1
2012-07-06,226.35,228.9,224.18,225.05,226.76666666666665,3203200,-0.008891699997445835,-1
2012-07-09,225.0,226.0,223.45,225.05,225.35,1922000,0.0,-1
2012-07-10,226.25,227.14,218.28,219.5,224.29666666666665,2982100,-0.024970367223715727,-1
2012-07-11,218.95,221.74,215.34,218.37,219.68666666666664,2734700,-0.005161360716949774,-1
2012-07-12,216.61,217.3,212.61,215.36,216.42333333333332,2616200,-0.013879825341913257,-1
2012-07-13,215.63,219.31,213.88,218.39,217.77666666666664,2221900,0.013971408820317615,1
2012-07-16,216.6,218.31,214.46,216.01,216.97333333333333,2004200,-0.010957752367859912,-1
2012-07-17,217.45,217.94,213.96,216.93,217.43999999999997,1987000,0.004250017946149319,1
2012-07-18,216.15,218.67,215.71,217.47,217.42999999999998,2093000,0.0024861891259257756,1
2012-07-19,220.73,227.5,220.69,226.17,224.79999999999998,5449400,0.03922601891082399,1
2012-07-20,225.36,229.39,225.29,228.29,227.67999999999998,4170000,0.009329821669800812,1
2012-07-23,224.72,226.58,221.54,226.01,225.76999999999998,5515100,-0.010037504480528831,-1
2012-07-24,226.27,226.61,221.23,223.04,225.30666666666664,5008700,-0.01322811850883298,-1
2012-07-25,222.0,222.5,215.91,217.05,220.51666666666665,3646700,-0.02722338582655639,-1
2012-07-26,220.0,221.45,214.95,220.01,220.48666666666668,6937400,0.01354525811918684,1
2012-07-27,225.25,238.34,224.5,237.32,233.63666666666668,11313900,0.075736441525653,1
2012-07-30,237.0,240.74,234.07,236.09,237.94333333333336,3736400,-0.005196353130320645,-1
2012-07-31,235.1,236.3,231.61,233.3,234.9,3453600,-0.011887909232737493,-1
2012-08-01,234.14,234.38,230.7,232.09,233.53666666666666,2543800,-0.005199951552381023,-1
2012-08-02,230.56,234.34,228.66,230.81,231.90333333333334,3048100,-0.0055303662233444,-1
2012-08-03,234.03,236.49,233.03,234.97,235.16333333333333,2825300,0.017862985168855008,1
2012-08-06,235.56,235.74,233.81,233.99,235.09666666666666,1843700,-0.004179467018715386,-1
2012-08-07,234.13,238.0,233.25,236.56,236.23000000000002,2058300,0.010923496142423224,1
2012-08-08,235.29,236.45,233.59,234.38,235.37333333333333,1534300,-0.00925814571376554,-1
2012-08-09,233.93,235.99,233.5,234.06,234.66,1548100,-0.001366237083836099,-1
2012-08-10,233.08,234.85,231.43,232.75,233.56000000000003,1852500,-0.005612576589443726,-1
2012-08-13,232.23,234.37,231.0,232.44,233.01333333333332,1997300,-0.001332788950271654,-1
2012-08-14,234.71,236.72,232.62,233.19,234.87333333333333,2751000,0.0032214447033331647,1
2012-08-15,232.26,238.14,232.25,237.42,235.93999999999997,3264700,0.017977152715149883,1
2012-08-16,237.72,242.82,236.2,241.55,240.69666666666663,4312100,0.01724576637502775,1
2012-08-17,240.6,243.35,240.47,241.17,241.70666666666668,3085800,-0.001574411992436647,-1
2012-08-20,241.37,241.65,238.2,240.35,241.12333333333333,1889900,-0.003405884668009449,-1
2012-08-21,240.88,243.85,238.55,239.45,241.39333333333335,2571500,-0.00375156755135138,-1
2012-08-22,239.4,244.9,238.8,243.1,242.46666666666667,2473700,0.015128254533459225,1
2012-08-23,242.14,243.48,239.02,241.2,242.2733333333333,2453900,-0.007846416469047322,-1
2012-08-24,241.68,246.87,241.36,245.74,244.76333333333332,3698800,0.018647601586394957,1
2012-08-27,245.79,247.5,243.12,243.92,245.73666666666665,2929700,-0.007433763759425924,-1
2012-08-28,243.97,246.78,243.0,246.11,245.62,2742300,0.008938287780140034,1
2012-08-29,246.78,247.61,244.59,247.12,247.17,1772600,0.004095458150186962,1
2012-08-30,246.99,250.0,245.25,246.22,247.73666666666668,3647500,-0.0036486033908573923,-1
2012-08-31,248.07,249.45,245.5,248.27,248.59666666666666,3347500,0.008291418408345998,1
2012-09-04,248.27,251.0,244.66,247.88,249.04999999999998,3950800,-0.0015721055339081797,-1
2012-09-05,247.61,248.61,245.3,246.22,247.48000000000002,2652600,-0.006719312874437746,-1
2012-09-06,248.23,252.7,247.2,251.38,250.76999999999998,5361400,0.020740293277222512,1
2012-09-07,253.85,259.42,253.52,259.14,257.46999999999997,5029500,0.03040271770397332,1
2012-09-10,259.0,260.0,256.82,257.09,258.69666666666666,2567200,-0.007942238056716375,-1
2012-09-11,257.6,257.6,254.26,255.67,256.95666666666665,2524800,-0.005538667720145397,-1
2012-09-12,256.5,257.78,253.5,255.63,256.63666666666666,2273200,-0.00015646391582865027,-1
2012-09-13,254.94,262.0,253.8,260.24,259.06,3525600,0.017873195657121883,1
2012-09-14,261.4,264.11,259.77,261.27,262.26,3666200,0.003950073207661769,1
2012-09-17,261.25,261.25,257.0,258.0,260.1666666666667,2306300,-0.012594770451140372,-1
2012-09-18,258.48,260.5,257.0,258.75,259.24333333333334,2215000,0.00290275965796141,1
2012-09-19,259.45,262.84,258.53,261.68,261.3233333333333,2636800,0.011260038650549718,1
2012-09-20,260.03,260.87,258.0,260.81,260.57,2913600,-0.0033302103544438234,-1
2012-09-21,261.74,262.0,256.74,257.47,260.40333333333336,6059300,-0.012888964413480393,-1
2012-09-24,255.22,255.6,253.0,254.8,255.20666666666668,2707900,-0.010424284764195917,-1
2012-09-25,256.33,258.95,251.03,252.46,255.91333333333333,4405800,-0.009226103373292691,-1
2012-09-26,252.4,254.61,248.23,249.67,252.22666666666666,2920500,-0.011112774429885055,-1
2012-09-27,250.54,257.4,250.52,256.59,254.84333333333333,3397400,0.027339434365969327,1
2012-09-28,256.14,257.0,253.2,254.32,255.82000000000002,2456600,-0.008886163658252726,-1
2012-10-01,255.4,256.16,250.49,252.01,254.52333333333334,2581200,-0.009124547338772568,-1
2012-10-02,252.8,253.15,249.03,250.6,252.18333333333337,2195800,-0.005610726801806755,-1
2012-10-03,251.21,256.1,249.56,255.92,254.41,2745600,0.02100685317929456,1
2012-10-04,256.01,261.52,255.87,260.47,259.3333333333333,2700400,0.017622795772581933,1
2012-10-05,261.2,261.9,257.49,258.51,260.53666666666663,2806500,-0.007553313494059488,-1
2012-10-08,257.67,259.8,255.56,259.06,258.8433333333333,1762300,0.002125317182324893,1
2012-10-09,258.67,259.35,250.73,250.96,256.32666666666665,3494800,-0.03176613121968722,-1
2012-10-10,252.0,252.46,244.01,244.99,249.8166666666667,3948300,-0.024076170497235296,-1
2012-10-11,248.0,249.3,241.89,244.22,247.17333333333332,3447300,-0.0031479349803116524,-1
2012-10-12,243.18,245.46,241.91,242.36,243.66666666666666,2203200,-0.007645234328087397,-1
2012-10-15,242.85,244.78,238.51,244.18,243.93666666666664,2959800,0.00748143416392116,1
2012-10-16,244.87,245.77,242.08,243.94,244.85999999999999,2204100,-0.0009833648256171842,-1
2012-10-17,243.37,248.8,243.3,247.49,246.55333333333337,3302700,0.014447883736983578,1
2012-10-18,247.77,250.91,242.7,244.85,247.84333333333333,5305300,-0.010724399003749356,-1
2012-10-19,245.16,246.82,238.94,240.0,243.99333333333334,4395300,-0.020006854806335104,-1
2012-10-22,238.81,238.95,232.32,233.78,237.17999999999998,4500000,-0.0262584211623671,-1
2012-10-23,231.05,236.5,230.01,234.31,233.95333333333335,4430800,0.002264522747716996,1
2012-10-24,235.88,235.94,227.95,228.49,233.43666666666664,3678700,-0.025152579226888308,-1
2012-10-25,230.92,230.92,222.92,222.92,228.25333333333333,6741300,-0.024679482999117434,-1
2012-10-26,228.6,238.71,226.69,238.24,235.1833333333333,11367500,0.06646560623436325,1
2012-10-31,236.32,238.7,230.5,232.89,235.97,4797600,-0.022712329850000323,-1
2012-11-01,234.23,234.55,231.34,232.14,233.64,3905100,-0.0032256011452220573,-1
2012-11-02,234.01,237.4,232.11,232.42,234.60999999999999,3374700,0.001205441854251044,1
2012-11-05,232.04,234.83,230.11,234.33,233.73333333333335,1846100,0.008184298495588112,1
2012-11-06,235.41,237.75,234.45,237.56,236.90666666666667,2661300,0.013689844857343795,1
2012-11-07,235.65,235.66,229.42,232.06,234.45666666666668,3624200,-0.023424264228260053,-1
2012-11-08,232.22,233.45,227.1,227.35,231.00666666666666,2982400,-0.020505278648379883,-1
2012-11-09,226.26,230.97,224.6,226.31,227.84666666666666,3092500,-0.004584939478364486,-1
2012-11-12,226.59,229.22,225.41,226.47,227.42666666666665,2128800,0.0007067450269882378,1
2012-11-13,225.12,227.9,224.71,226.6,226.54,2629800,0.0005738627742627124,1
2012-11-14,226.5,227.41,222.51,222.95,225.61999999999998,3034100,-0.016238817520420286,-1
2012-11-15,222.3,225.16,218.18,220.6,222.6866666666667,3404700,-0.010596424254083567,-1
2012-11-16,221.31,226.25,218.64,225.23,224.26333333333332,4352800,0.02077099549388468,1
2012-11-19,228.32,232.5,227.45,229.71,230.17666666666665,3591200,0.019695541479855003,1
2012-11-20,230.0,233.82,229.5,233.78,232.53333333333333,2771700,0.017562858386482527,1
2012-11-21,233.84,238.67,232.75,238.03,236.84666666666666,2959300,0.018016213968331744,1
2012-11-23,239.89,240.0,236.48,239.88,239.92333333333332,1776800,0.007742082152353011,1
2012-11-26,240.39,244.32,238.0,243.62,242.77666666666664,4178300,0.01547083597150399,1
2012-11-27,243.22,245.67,241.54,243.4,244.09666666666666,3048500,-0.0009034537183860246,-1
2012-11-28,242.45,247.23,241.5,247.11,245.59666666666666,2743400,0.015127401067840234,1
2012-11-29,248.05,252.48,247.5,251.27,250.6,5310500,0.01669447657399796,1
2012-11-30,250.38,252.65,248.27,252.05,251.6933333333333,3797400,0.003099422333374987,1
2012-12-03,252.54,254.16,250.0,250.33,252.34333333333333,2990600,-0.0068474331004955945,-1
2012-12-04,249.94,253.0,248.66,252.49,251.81000000000003,3114700,0.008591596542616566,1
2012-12-05,252.44,255.55,250.38,253.96,253.98333333333335,2852200,0.005805130331488134,1
2012-12-06,253.0,255.17,251.51,253.37,253.84666666666666,3557900,-0.002325903321242953,-1
2012-12-07,254.14,255.21,252.01,253.27,254.20666666666668,2170300,-0.0003947576239483474,-1
2012-12-10,253.1,254.78,247.3,247.77,251.88333333333333,3503800,-0.021955216866322482,-1
2012-12-11,248.5,253.48,246.65,250.69,250.89000000000001,4185200,0.01171621956522808,1
2012-12-12,251.07,254.36,250.06,251.76,252.39666666666668,2628100,0.004259136700187874,1
2012-12-13,251.11,254.54,250.02,251.25,252.29999999999998,2460200,-0.0020277933828659026,-1
2012-12-14,250.11,251.9,247.79,249.19,250.4,2526900,-0.00823280167606858,-1
2012-12-17,249.81,254.0,249.26,253.86,252.5566666666667,2277000,0.018567276262814146,1
2012-12-18,254.57,263.11,254.57,260.4,259.36,4961000,0.025435976374382885,1
2012-12-19,261.3,261.67,257.68,257.99,260.32,2300000,-0.009298085853895301,-1
2012-12-20,258.36,262.41,256.54,261.5,260.75666666666666,2584600,0.01351345902445874,1
2012-12-21,257.82,258.38,255.74,256.92,257.7066666666667,4704600,-0.017669531115385804,-1
2012-12-24,257.3,259.5,256.96,258.62,258.4733333333333,984400,0.0065950504781136995,1
2012-12-26,257.15,257.42,248.04,248.63,254.39999999999998,4152700,-0.03939395528743895,-1
2012-12-27,248.28,249.35,242.86,248.31,248.64666666666668,3639300,-0.0012878820148524237,-1
2012-12-28,245.85,247.44,245.05,245.18,246.15666666666667,1858700,-0.01268533089856591,-1
2012-12-31,243.75,252.41,242.75,250.87,249.01,3419000,0.022942242006898636,1
2013-01-02,256.08,258.1,253.26,257.31,257.16333333333336,3271000,0.02534670699669303,1
2013-01-03,257.27,260.88,256.37,258.48,258.87666666666667,2750900,0.004536737845803141,1
2013-01-04,257.58,259.8,256.65,259.15,258.8433333333333,1874200,0.0025887231194726156,1
2013-01-07,262.97,269.73,262.67,268.46,267.05333333333334,4910000,0.035294882423774473,1
2013-01-08,267.07,268.98,263.57,266.38,267.47666666666663,3010700,-0.007778066286605519,-1
2013-01-09,268.17,269.5,265.4,266.35,268.0066666666667,2265600,-0.00011262740987626724,-1
2013-01-10,268.54,268.74,262.3,265.34,267.53999999999996,2863400,-0.003799210874237663,-1
2013-01-11,265.1,268.43,264.11,267.94,267.1566666666667,2413300,0.009751052360069174,1
2013-01-14,268.0,274.26,267.54,272.73,271.66333333333336,4275000,0.01771921995303674,1
2013-01-15,270.68,272.73,269.3,271.9,271.77000000000004,2326900,-0.003047943163451697,-1
2013-01-16,270.53,271.24,267.83,268.93,270.23333333333335,2065600,-0.010983228948805332,-1
2013-01-17,271.5,271.97,269.21,270.48,271.31666666666666,1884600,0.0057470357100110805,1
2013-01-18,270.83,274.5,269.6,272.12,272.4833333333333,2942000,0.0060449870772295135,1
2013-01-22,271.62,272.1,269.23,270.19,271.30333333333334,2137700,-0.0071177302581364,-1
2013-01-23,270.57,271.09,266.65,268.11,269.92333333333335,2508900,-0.007728071157313285,-1
2013-01-24,269.37,276.65,269.37,273.46,273.16,3417000,0.01975801481952513,1
2013-01-25,275.0,284.72,274.4,283.99,281.2366666666667,4968100,0.037783667392733755,1
2013-01-28,283.78,284.48,274.4,276.04,281.43333333333334,4321400,-0.028393243521268083,-1
2013-01-29,275.35,275.46,258.35,260.35,270.38666666666666,10172600,-0.058518903143493,-1
2013-01-30,283.0,284.2,267.11,272.76,279.9866666666667,13075400,0.046565408043543935,1
2013-01-31,271.04,275.94,263.7,265.5,270.82666666666665,6772100,-0.026977446970458594,-1
2013-02-01,268.93,268.93,262.8,265.0,267.62,6115000,-0.001885014695771335,-1
2013-02-04,262.78,264.68,259.07,259.98,262.48,3723600,-0.019125121006349128,-1
2013-02-05,262.0,268.03,261.46,266.89,265.64,4012900,0.026231883512505737,1
2013-02-06,265.16,266.89,261.11,262.22,264.75666666666666,2770400,-0.017652742421123024,-1
2013-02-07,264.1,264.1,255.11,260.23,262.81,3975700,-0.0076179907127047935,-1
